RSI,STOCHASTIC,fwd_returns
56.99161887957657,78.8820755664924,-0.005146250274906672
49.073893546500294,60.403680617393896,0.005311146867600591
60.43213592882464,61.62610701761218,-0.0066424151643216245
59.44860621764136,77.27993128379741,0.0038643163019884685
50.43837839252532,54.13266210979796,0.005213628424702188
43.26287029048027,13.61544306354537,0.00883907417532348
61.6682420821406,58.322696483553116,-0.0050778123610494275
50.68372226889379,54.94099419911515,0.0014664278854887858
46.87083548089018,32.905598294443514,0.017320922703359054
62.520782274692685,56.72445946279802,0.0062505604878486665
67.63231756214911,67.3853413688233,0.019120434727663227
60.94545676236539,79.32208381213559,0.013553008385049692
57.82003077201855,47.06507346057979,-0.0063885757234123375
67.38774048230778,72.29275827539097,0.016795645620076627
56.546195743948466,72.48418602562109,-8.816333727623693e-05
49.307831193158435,53.56258955321081,-0.006023006333204184
47.92149973577524,57.68544885400684,0.014202373767853604
64.45959145114159,63.82921612649806,0.013409671140769852
56.76855413794458,34.9252761533462,-0.004824407729833058
48.123426960152976,47.67487299726451,-0.0034574191535822196
48.97650073636572,70.8120370259678,0.022572130699918258
54.8321735458181,60.957089881687864,-0.0023277398824343987
49.88494719308178,45.46046632799261,0.001977904722247681
49.958491694568366,75.65632433550556,0.027486115052499427
55.613371178103286,49.955853787744786,0.0007442449966104103
65.79629234191597,58.93530606324331,0.0182341044115788
59.10182353532946,30.068226120857574,0.0017592201987199907
49.06277024977275,76.02020202020229,0.015034273728158798
58.423711712844096,33.211500974658755,-0.003968573190679114
54.70322098147064,46.21814115015584,-0.01051109179492038
64.5490620778546,55.468523353640755,0.003922303416401318
48.14768276411476,42.29516738309235,-0.005977542076190945
48.735423484691474,75.35353535353576,0.0049427162065398544
57.66842170690561,33.18457546707949,-0.008591264359621209
64.85143016063479,59.334203655352276,-0.0023994643056434173
48.814781963503826,43.780122443662776,-0.005014837179769693
53.706988701999904,40.15243299844165,-0.01882653728264494
58.68990477149615,29.7364971917362,0.004952813197896422
