RSI,STOCHASTIC,security.1,datetime.1,close.1,RSI.1,STOCHASTIC.1,ATR.1,security.2,datetime.2,close.2,RSI.2,STOCHASTIC.2,ATR.2,security.3,datetime.3,close.3,RSI.3,STOCHASTIC.3,ATR.3,security.4,datetime.4,close.4,RSI.4,STOCHASTIC.4,ATR.4,fwd_returns
56.99161887957657,78.8820755664924,GBP_USD,2011-02-01 22:00:00,1.61286,67.63231756214911,67.3853413688233,0.017257058378076014,AUD_USD,2011-01-31 22:00:00,0.99639,43.26287029048027,13.61544306354537,0.011740000390404598,EUR_JPY,2011-01-30 22:00:00,111.413,60.43213592882464,61.62610701761218,0.9357298145535096,NZD_USD,2011-01-30 22:00:00,0.76849,49.073893546500294,60.403680617393896,0.006120541159008264,-0.005146250274906672
59.44860621764136,77.27993128379741,GBP_USD,2011-02-02 22:00:00,1.61216,67.38774048230778,72.29275827539097,0.01679964670246084,AUD_USD,2011-02-01 22:00:00,1.00552,46.87083548089018,32.905598294443514,0.012790000312323668,EUR_JPY,2011-01-31 22:00:00,111.87899999999999,61.6682420821406,58.322696483553116,1.005983851642809,NZD_USD,2011-01-31 22:00:00,0.77122,50.43837839252532,54.13266210979796,0.0077064329272066145,0.0038643163019884685
60.94545676236539,79.32208381213559,GBP_USD,2011-02-03 22:00:00,1.60366,64.45959145114159,63.82921612649806,0.014455717361968668,AUD_USD,2011-02-02 22:00:00,1.00832,47.92149973577524,57.68544885400684,0.01239200024985892,EUR_JPY,2011-02-01 22:00:00,112.20700000000001,62.520782274692685,56.72445946279802,1.0125870813142477,NZD_USD,2011-02-01 22:00:00,0.77171,50.68372226889379,54.94099419911515,0.008413146341765295,0.013553008385049692
56.546195743948466,72.48418602562109,GBP_USD,2011-02-04 22:00:00,1.61105,65.79629234191597,58.93530606324331,0.013042573889574938,AUD_USD,2011-02-03 22:00:00,1.01115,48.97650073636572,70.8120370259678,0.0122536001998871,EUR_JPY,2011-02-02 22:00:00,111.04799999999999,57.82003077201855,47.06507346057979,0.9426696650514004,NZD_USD,2011-02-02 22:00:00,0.76904,49.307831193158435,53.56258955321081,0.00740051707341223,-8.816333727623693e-05
54.8321735458181,60.957089881687864,GBP_USD,2011-02-05 22:00:00,1.60738,64.5490620778546,55.468523353640755,0.010434059111659951,AUD_USD,2011-02-04 22:00:00,1.0138,49.958491694568366,75.65632433550556,0.010332880159909687,EUR_JPY,2011-02-03 22:00:00,110.772,56.76855413794458,34.9252761533462,0.9581357320411196,NZD_USD,2011-02-03 22:00:00,0.7667,48.123426960152976,47.67487299726451,0.007064413658729797,-0.0023277398824343987
55.613371178103286,49.955853787744786,GBP_USD,2011-02-06 22:00:00,1.60899,64.85143016063479,59.334203655352276,0.010579247289327971,AUD_USD,2011-02-05 22:00:00,1.01137,49.06277024977275,76.02020202020229,0.008266304127927752,EUR_JPY,2011-02-04 22:00:00,111.609,59.10182353532946,30.068226120857574,0.9381085856328936,NZD_USD,2011-02-04 22:00:00,0.7700100000000001,49.88494719308178,45.46046632799261,0.0063135309269838225,0.0007442449966104103
54.70322098147064,46.21814115015584,GBP_USD,2011-02-07 22:00:00,1.60283,62.73362174191097,53.37249782419466,0.009913397831462377,AUD_USD,2011-02-06 22:00:00,1.0104899999999999,48.735423484691474,75.35353535353576,0.007565043302342178,EUR_JPY,2011-02-05 22:00:00,111.435,58.423711712844096,33.211500974658755,0.803886868506317,NZD_USD,2011-02-05 22:00:00,0.76661,48.14768276411476,42.29516738309235,0.005322824741587064,-0.01051109179492038
53.706988701999904,40.15243299844165,GBP_USD,2011-02-08 22:00:00,1.60332,62.83349689053246,50.42790832608039,0.009862718265169905,AUD_USD,2011-02-07 22:00:00,1.01142,49.10665133272857,72.9494949494953,0.007742034641873712,EUR_JPY,2011-02-06 22:00:00,111.243,57.66842170690561,33.18457546707949,0.7957094948050518,NZD_USD,2011-02-06 22:00:00,0.76784,48.814781963503826,43.780122443662776,0.0054522597932696575,-0.01882653728264494
55.14014981626437,31.906370186556806,GBP_USD,2011-02-09 22:00:00,1.60121,62.09220885182285,44.7853205686102,0.009994174612135896,AUD_USD,2011-02-08 22:00:00,1.00888,48.12209243457293,70.43434343434369,0.006953627713498976,EUR_JPY,2011-02-07 22:00:00,111.598,58.68990477149615,29.7364971917362,0.8507675958440412,NZD_USD,2011-02-07 22:00:00,0.76966,49.803305251253796,43.32421518822451,0.006537807834615728,-0.002733304432802508
55.991084917448,29.00893437296936,GBP_USD,2011-02-10 22:00:00,1.5963399999999999,60.391075768114824,40.07832898172314,0.01001733968970873,AUD_USD,2011-02-09 22:00:00,1.00099,45.20938714230075,60.18178019619588,0.006574902170799194,EUR_JPY,2011-02-08 22:00:00,112.064,60.00059792119751,26.76424202649845,1.0020140766752328,NZD_USD,2011-02-08 22:00:00,0.7702,50.099103991278994,48.00052103686327,0.006430246267692583,0.004991213691873941
55.047661854052066,22.05610995266942,GBP_USD,2011-02-11 22:00:00,1.60061,61.35148464918142,38.11285175514932,0.008867871751766983,AUD_USD,2011-02-10 22:00:00,0.99608,43.51385003706051,43.86081434843583,0.005937921736639356,EUR_JPY,2011-02-09 22:00:00,112.616,61.497555704055316,35.97607781547914,1.070411261340188,NZD_USD,2011-02-09 22:00:00,0.76252,46.10211658482423,40.63558113542249,0.0055801970141540575,-0.00024298831447100433
52.86923024764799,6.17449442293058,GBP_USD,2011-02-12 22:00:00,1.59857,60.624976892528466,36.19814331302575,0.00717829740141356,AUD_USD,2011-02-11 22:00:00,1.0018200000000002,45.964663168758925,36.10153556878715,0.005898337389311479,EUR_JPY,2011-02-10 22:00:00,112.774,61.91954309057875,43.749233222917134,1.02232900907215,NZD_USD,2011-02-10 22:00:00,0.75539,42.82107346405882,21.24190498607239,0.004858157611323253,-0.003595051083682743
54.131268576133245,-5.708221626452116,GBP_USD,2011-02-13 22:00:00,1.59818,60.483329506149474,37.53263707571782,0.007588637921130819,AUD_USD,2011-02-12 22:00:00,0.9983799999999999,44.76064141873528,32.57564588052609,0.005186669911449185,EUR_JPY,2011-02-11 22:00:00,113.06700000000001,62.70371367847394,56.054471843945244,0.8776632072577185,NZD_USD,2011-02-11 22:00:00,0.76032,45.59084350102438,7.2441639759812375,0.0049005260890586065,0.003168352012791864
52.87657371062597,-12.259848211162991,GBP_USD,2011-02-14 22:00:00,1.6008,61.11472588285782,36.3306944489961,0.009858910336904649,AUD_USD,2011-02-13 22:00:00,0.9981399999999999,44.67617923011137,33.91919315579946,0.00596133592915934,EUR_JPY,2011-02-12 22:00:00,112.73700000000001,61.234535720068614,57.53895227579403,0.7171305658061754,NZD_USD,2011-02-12 22:00:00,0.75631,43.80536064145244,-5.591726287657671,0.004112420871246877,-0.004958482836870948
50.85399713524318,-12.380830301668718,GBP_USD,2011-02-15 22:00:00,1.5987799999999999,60.34569921829286,35.043135764974856,0.011439128269523716,AUD_USD,2011-02-14 22:00:00,0.99439,43.3538577266546,25.210902011680943,0.006305068743327454,EUR_JPY,2011-02-13 22:00:00,112.094,58.47296270580657,49.19641761746982,0.6251044526449413,NZD_USD,2011-02-13 22:00:00,0.75446,43.00162443553128,-5.132223611279076,0.003895936696997497,-0.013393185124234042
51.66368282920718,-14.811572035359553,GBP_USD,2011-02-16 22:00:00,1.60756,62.469187644919465,40.841469084146894,0.013127302615618956,AUD_USD,2011-02-15 22:00:00,0.99598,44.079827686554225,22.615184944841147,0.007286054994661974,EUR_JPY,2011-02-14 22:00:00,112.31700000000001,59.134169903934065,39.99509262667113,0.7604835621159545,NZD_USD,2011-02-14 22:00:00,0.75053,41.33496108990588,-15.770148170864106,0.003972749357597988,-0.008558213528164216
51.68917421582673,-12.019635650231633,GBP_USD,2011-02-17 22:00:00,1.6148799999999999,64.12602152640719,51.75112350844572,0.01424984209249516,AUD_USD,2011-02-16 22:00:00,1.00185,46.68915242962879,26.627730910664077,0.00923684399572959,EUR_JPY,2011-02-15 22:00:00,112.90299999999999,60.82960281770998,42.824192411118865,0.8741868496927652,NZD_USD,2011-02-15 22:00:00,0.75071,41.44249583053051,-10.93650280242366,0.004388199486078391,-0.0026152603776942174
53.57847619151676,-0.10185284480189488,GBP_USD,2011-02-18 22:00:00,1.6253600000000001,66.32762075705614,72.34619556795276,0.013495873673996092,AUD_USD,2011-02-17 22:00:00,1.00891,49.61435731872418,42.33181916504435,0.010175475196583671,EUR_JPY,2011-02-16 22:00:00,113.05799999999999,61.26927926583233,57.691133474533736,0.8543494797542104,NZD_USD,2011-02-16 22:00:00,0.75378,43.276996091976926,-6.411235974951923,0.005502559588862707,-0.00106262083622366
53.798959529588565,7.591111111111085,GBP_USD,2011-02-19 22:00:00,1.6250200000000001,66.19128792880247,84.8365979275317,0.011042698939196887,AUD_USD,2011-02-18 22:00:00,1.0146,51.818558906973315,62.470257408609115,0.009278380157266931,EUR_JPY,2011-02-17 22:00:00,112.95,60.77754138053214,66.1044224663105,0.8576795838033674,NZD_USD,2011-02-17 22:00:00,0.75836,45.893003710245196,8.078507915853349,0.006766047671090154,0.0029913960341787504
