security,datetime,close,RSI,STOCHASTIC,ATR,security,datetime,close,RSI,STOCHASTIC,ATR,security,datetime,close,RSI,STOCHASTIC,ATR,security,datetime,close,RSI,STOCHASTIC,ATR,security,datetime,close,RSI,STOCHASTIC,ATR
EUR_USD,2011-01-10 22:00:00,1.29048,,,0.007358510079999976,GBP_USD,2011-01-11 22:00:00,1.55834,,,0.016768574079999966,AUD_USD,2011-01-11 22:00:00,0.98044,,,0.00758689215999999,EUR_JPY,2011-01-10 22:00:00,107.057,,,0.921115264000005,NZD_USD,2011-01-09 22:00:00,0.75731,,,0.005037591679999993
EUR_USD,2011-01-11 22:00:00,1.29622,,,0.010684808063999972,GBP_USD,2011-01-12 22:00:00,1.57187,,,0.019422859263999944,AUD_USD,2011-01-12 22:00:00,0.99171,,,0.010389513728000005,EUR_JPY,2011-01-11 22:00:00,107.862,,,1.1302922112000038,NZD_USD,2011-01-10 22:00:00,0.75618,,,0.005348073343999992
EUR_USD,2011-01-12 22:00:00,1.30893,,,0.016963846451200002,GBP_USD,2011-01-13 22:00:00,1.58102,,,0.018944287411199932,AUD_USD,2011-01-13 22:00:00,0.98568,,,0.0098396109824,EUR_JPY,2011-01-12 22:00:00,108.69,,,1.4678337689600056,NZD_USD,2011-01-11 22:00:00,0.75636,,,0.005902458675199997
EUR_USD,2011-01-13 22:00:00,1.33145,,,0.020929077160960024,GBP_USD,2011-01-15 22:00:00,1.58629,,,0.016665429928959936,AUD_USD,2011-01-14 22:00:00,0.98895,,,0.00852568878592,EUR_JPY,2011-01-13 22:00:00,110.078,,,1.633467015168006,NZD_USD,2011-01-12 22:00:00,0.76098,,,0.0077099669401599884
EUR_USD,2011-01-14 22:00:00,1.33865,,,0.018183261728767997,GBP_USD,2011-01-16 22:00:00,1.58357,,,0.015174343943167938,AUD_USD,2011-01-15 22:00:00,0.98895,,,0.00731055102873599,EUR_JPY,2011-01-14 22:00:00,110.93,,,1.4771736121344057,NZD_USD,2011-01-13 22:00:00,0.76356,,,0.00851997355212799
EUR_USD,2011-01-15 22:00:00,1.33788,,,0.01515860938301441,GBP_USD,2011-01-17 22:00:00,1.58784,,,0.016611475154534382,AUD_USD,2011-01-16 22:00:00,0.98631,,,0.007428440822988797,EUR_JPY,2011-01-15 22:00:00,110.814,,,1.2005388897075233,NZD_USD,2011-01-15 22:00:00,0.7651,,,0.007887978841702399
EUR_USD,2011-01-16 22:00:00,1.32446,,,0.012254887506411523,GBP_USD,2011-01-18 22:00:00,1.59456,,,0.016481180123627502,AUD_USD,2011-01-17 22:00:00,0.9898,,,0.008792752658391013,EUR_JPY,2011-01-16 22:00:00,109.579,,,0.9866311117660187,NZD_USD,2011-01-16 22:00:00,0.76707,,,0.008250383073361928
EUR_USD,2011-01-17 22:00:00,1.32537,,,0.014245910005129231,GBP_USD,2011-01-19 22:00:00,1.58384,,,0.014460944098902011,AUD_USD,2011-01-18 22:00:00,0.99632,,,0.01061620212671283,EUR_JPY,2011-01-17 22:00:00,109.59,,,1.1063048894128165,NZD_USD,2011-01-17 22:00:00,0.76936,,,0.008022306458689532
EUR_USD,2011-01-18 22:00:00,1.33685,,,0.017098728004103392,GBP_USD,2011-01-20 22:00:00,1.5867,,,0.015144755279121633,AUD_USD,2011-01-19 22:00:00,0.98328,,,0.009392961701370276,EUR_JPY,2011-01-18 22:00:00,110.333,,,1.179043911530253,NZD_USD,2011-01-18 22:00:00,0.76849,,,0.00829584516695163
EUR_USD,2011-01-19 22:00:00,1.33963,,,0.01676498240328268,GBP_USD,2011-01-21 22:00:00,1.59995,,,0.014765804223297305,AUD_USD,2011-01-20 22:00:00,0.98398,,,0.009230369361096205,EUR_JPY,2011-01-19 22:00:00,110.326,,,1.261435129224204,NZD_USD,2011-01-19 22:00:00,0.75332,,,0.006730676133561298
EUR_USD,2011-01-20 22:00:00,1.3449,,,0.01799598592262611,GBP_USD,2011-01-22 22:00:00,1.59673,,,0.012042643378637842,AUD_USD,2011-01-21 22:00:00,0.98946,,,0.008560295488876964,EUR_JPY,2011-01-20 22:00:00,111.634,,,1.4427481033793645,NZD_USD,2011-01-20 22:00:00,0.75259,,,0.006654540906849032
EUR_USD,2011-01-21 22:00:00,1.36173,,84.59726544859654,0.017842788738100905,GBP_USD,2011-01-23 22:00:00,1.59214,,83.75632295298156,0.010564114702910283,AUD_USD,2011-01-22 22:00:00,0.98779,,0.2088061147682989,0.006996236391101565,EUR_JPY,2011-01-21 22:00:00,112.461,,83.38301304315964,1.3231984827034915,NZD_USD,2011-01-21 22:00:00,0.75737,,-9.442035724636225,0.006309632725479224
EUR_USD,2011-01-22 22:00:00,1.35948,,89.55937452570214,0.014846230990480696,GBP_USD,2011-01-24 22:00:00,1.5751,,69.39088892680421,0.010363291762328185,AUD_USD,2011-01-23 22:00:00,0.98639,,2.1325049808390357,0.008480989112881272,EUR_JPY,2011-01-22 22:00:00,112.313,,92.1423803663903,1.1067587861627932,NZD_USD,2011-01-22 22:00:00,0.75729,,-4.000361563819356,0.005485706180383385
EUR_USD,2011-01-23 22:00:00,1.35408,,91.44360787865928,0.013696984792384535,GBP_USD,2011-01-25 22:00:00,1.577,,58.169823124608904,0.012002633409862575,AUD_USD,2011-01-24 22:00:00,0.98901,,3.232027217786646,0.009374791290305022,EUR_JPY,2011-01-23 22:00:00,112.229,,93.56536638910295,1.0044070289302343,NZD_USD,2011-01-23 22:00:00,0.7566,,1.7569905216700095,0.0060785649443067
EUR_USD,2011-01-24 22:00:00,1.3573,,86.52187100280132,0.014225587833907632,GBP_USD,2011-01-26 22:00:00,1.58808,,55.86077461184079,0.014010106727890072,AUD_USD,2011-01-25 22:00:00,0.99299,,12.126787997202754,0.009659833032244023,EUR_JPY,2011-01-24 22:00:00,111.828,,87.55339851953359,0.9229256231441862,NZD_USD,2011-01-24 22:00:00,0.7623,,9.24750679963751,0.007406851955445351
EUR_USD,2011-01-25 22:00:00,1.3641,,85.57045075729359,0.014344470267126118,GBP_USD,2011-01-27 22:00:00,1.5826,,60.126258317693065,0.01293008538231206,AUD_USD,2011-01-26 22:00:00,0.98766,,13.85532463347817,0.009161866425795199,EUR_JPY,2011-01-25 22:00:00,112.158,,85.45818307876768,0.9583404985153479,NZD_USD,2011-01-25 22:00:00,0.76443,,20.036264732547767,0.008017481564356286
EUR_USD,2011-01-26 22:00:00,1.36376,,86.9713670543119,0.013827576213700893,GBP_USD,2011-01-28 22:00:00,1.58553,,63.90963030344583,0.010954068305849649,AUD_USD,2011-01-27 22:00:00,0.9884,,12.872563235057038,0.00952949314063616,EUR_JPY,2011-01-26 22:00:00,112.45,,81.81144222305416,1.1376723988122792,NZD_USD,2011-01-26 22:00:00,0.76722,,36.08340888485953,0.008471985251485011
EUR_USD,2011-01-27 22:00:00,1.35837,,85.64530231766874,0.01323406097096069,GBP_USD,2011-01-29 22:00:00,1.58244,,59.472325570327875,0.00879925464467969,AUD_USD,2011-01-28 22:00:00,0.9942,,14.82197518930213,0.008783594512508933,EUR_JPY,2011-01-27 22:00:00,111.51,,75.9291838970361,1.2017379190498232,NZD_USD,2011-01-27 22:00:00,0.77058,,47.83508211905962,0.009215588201188016
EUR_USD,2011-01-28 22:00:00,1.36111,,83.23502722323047,0.011135248776768546,GBP_USD,2011-01-30 22:00:00,1.5822,,56.46845161140222,0.011535403715743719,AUD_USD,2011-01-29 22:00:00,0.98883,,16.706943773159065,0.007036875610007146,EUR_JPY,2011-01-28 22:00:00,111.762,,69.46539056457847,1.016390335239857,NZD_USD,2011-01-28 22:00:00,0.7737,,60.9987144803549,0.007996470560950417
EUR_USD,2011-01-29 22:00:00,1.35754,,80.24667020621855,0.008932199021414816,GBP_USD,2011-01-31 22:00:00,1.6011,,60.07227825359559,0.016076322972594988,AUD_USD,2011-01-30 22:00:00,0.98668,,13.935878846463503,0.007647500488005726,EUR_JPY,2011-01-29 22:00:00,111.309,,63.95011600928069,0.8229122681918869,NZD_USD,2011-01-29 22:00:00,0.76936,,63.505491243692546,0.006413176448760327
EUR_USD,2011-01-30 22:00:00,1.35708,56.99161887957657,78.8820755664924,0.010417759217131839,GBP_USD,2011-02-01 22:00:00,1.61286,67.6323175621491,67.3853413688233,0.017257058378076014,AUD_USD,2011-01-31 22:00:00,0.99639,43.262870290480265,13.61544306354537,0.011740000390404598,EUR_JPY,2011-01-30 22:00:00,111.413,60.43213592882464,61.62610701761218,0.9357298145535097,NZD_USD,2011-01-30 22:00:00,0.76849,49.07389354650029,60.40368061739389,0.006120541159008264
EUR_USD,2011-01-31 22:00:00,1.36903,59.44860621764137,77.27993128379741,0.013778207373705475,GBP_USD,2011-02-02 22:00:00,1.61216,67.38774048230778,72.29275827539097,0.01679964670246084,AUD_USD,2011-02-01 22:00:00,1.00552,46.870835480890186,32.90559829444351,0.012790000312323668,EUR_JPY,2011-01-31 22:00:00,111.879,61.66824208214059,58.32269648355312,1.005983851642809,NZD_USD,2011-01-31 22:00:00,0.77122,50.43837839252532,54.132662109797955,0.007706432927206614
EUR_USD,2011-02-01 22:00:00,1.37678,60.94545676236539,79.3220838121356,0.014448565898964398,GBP_USD,2011-02-03 22:00:00,1.60366,64.45959145114159,63.82921612649806,0.014455717361968668,AUD_USD,2011-02-02 22:00:00,1.00832,47.921499735775235,57.685448854006836,0.01239200024985892,EUR_JPY,2011-02-01 22:00:00,112.207,62.520782274692685,56.72445946279802,1.0125870813142477,NZD_USD,2011-02-01 22:00:00,0.77171,50.68372226889379,54.94099419911515,0.008413146341765296
EUR_USD,2011-02-02 22:00:00,1.36099,56.54619574394847,72.4841860256211,0.012718852719171524,GBP_USD,2011-02-04 22:00:00,1.61105,65.79629234191597,58.93530606324331,0.013042573889574938,AUD_USD,2011-02-03 22:00:00,1.01115,48.976500736365715,70.8120370259678,0.0122536001998871,EUR_JPY,2011-02-02 22:00:00,111.048,57.82003077201855,47.06507346057979,0.9426696650514004,NZD_USD,2011-02-02 22:00:00,0.76904,49.30783119315844,53.562589553210806,0.00740051707341223
EUR_USD,2011-02-03 22:00:00,1.35438,54.8321735458181,60.95708988168786,0.011567082175337234,GBP_USD,2011-02-05 22:00:00,1.60738,64.54906207785459,55.46852335364076,0.010434059111659951,AUD_USD,2011-02-04 22:00:00,1.0138,49.958491694568366,75.65632433550557,0.010332880159909689,EUR_JPY,2011-02-03 22:00:00,110.772,56.768554137944584,34.925276153346196,0.9581357320411196,NZD_USD,2011-02-03 22:00:00,0.7667,48.12342696015298,47.67487299726451,0.007064413658729797
EUR_USD,2011-02-04 22:00:00,1.35809,55.613371178103286,49.955853787744786,0.009995665740269808,GBP_USD,2011-02-06 22:00:00,1.60899,64.85143016063478,59.33420365535227,0.010579247289327973,AUD_USD,2011-02-05 22:00:00,1.01137,49.06277024977275,76.0202020202023,0.008266304127927752,EUR_JPY,2011-02-04 22:00:00,111.609,59.10182353532945,30.068226120857574,0.9381085856328937,NZD_USD,2011-02-04 22:00:00,0.77001,49.88494719308178,45.460466327992606,0.0063135309269838225
EUR_USD,2011-02-05 22:00:00,1.35464,54.703220981470636,46.21814115015584,0.008424532592215853,GBP_USD,2011-02-07 22:00:00,1.60283,62.73362174191097,53.37249782419466,0.009913397831462376,AUD_USD,2011-02-06 22:00:00,1.01049,48.73542348469148,75.35353535353576,0.007565043302342178,EUR_JPY,2011-02-05 22:00:00,111.435,58.42371171284409,33.21150097465875,0.803886868506317,NZD_USD,2011-02-05 22:00:00,0.76661,48.147682764114755,42.29516738309235,0.005322824741587064
EUR_USD,2011-02-06 22:00:00,1.35086,53.7069887019999,40.15243299844165,0.008343626073772667,GBP_USD,2011-02-08 22:00:00,1.60332,62.833496890532444,50.42790832608039,0.009862718265169903,AUD_USD,2011-02-07 22:00:00,1.01142,49.10665133272856,72.9494949494953,0.007742034641873712,EUR_JPY,2011-02-06 22:00:00,111.243,57.66842170690561,33.18457546707949,0.7957094948050518,NZD_USD,2011-02-06 22:00:00,0.76784,48.814781963503826,43.780122443662776,0.0054522597932696575
EUR_USD,2011-02-07 22:00:00,1.35727,55.14014981626437,31.906370186556813,0.010274900859018138,GBP_USD,2011-02-09 22:00:00,1.60121,62.092208851822846,44.785320568610196,0.009994174612135896,AUD_USD,2011-02-08 22:00:00,1.00888,48.12209243457293,70.43434343434369,0.006953627713498976,EUR_JPY,2011-02-07 22:00:00,111.598,58.68990477149616,29.736497191736202,0.8507675958440412,NZD_USD,2011-02-07 22:00:00,0.76966,49.8033052512538,43.32421518822451,0.006537807834615727
EUR_USD,2011-02-08 22:00:00,1.36114,55.991084917447985,29.00893437296936,0.011651920687214525,GBP_USD,2011-02-10 22:00:00,1.59634,60.39107576811483,40.07832898172314,0.01001733968970873,AUD_USD,2011-02-09 22:00:00,1.00099,45.20938714230075,60.18178019619588,0.006574902170799194,EUR_JPY,2011-02-08 22:00:00,112.064,60.00059792119751,26.764242026498447,1.0020140766752328,NZD_USD,2011-02-08 22:00:00,0.7702,50.099103991278994,48.00052103686327,0.006430246267692583
EUR_USD,2011-02-09 22:00:00,1.35776,55.047661854052066,22.05610995266942,0.011821536549771612,GBP_USD,2011-02-11 22:00:00,1.60061,61.351484649181415,38.112851755149315,0.008867871751766983,AUD_USD,2011-02-10 22:00:00,0.99608,43.513850037060514,43.86081434843583,0.005937921736639356,EUR_JPY,2011-02-09 22:00:00,112.616,61.497555704055316,35.97607781547914,1.070411261340188,NZD_USD,2011-02-09 22:00:00,0.76252,46.10211658482423,40.63558113542249,0.005580197014154058
EUR_USD,2011-02-10 22:00:00,1.34977,52.86923024764799,6.174494422930579,0.010323229239817279,GBP_USD,2011-02-12 22:00:00,1.59857,60.624976892528466,36.198143313025746,0.00717829740141356,AUD_USD,2011-02-11 22:00:00,1.00182,45.964663168758925,36.10153556878715,0.005898337389311479,EUR_JPY,2011-02-10 22:00:00,112.774,61.91954309057875,43.749233222917134,1.02232900907215,NZD_USD,2011-02-10 22:00:00,0.75539,42.82107346405882,21.24190498607239,0.0048581576113232525
EUR_USD,2011-02-11 22:00:00,1.35514,54.13126857613324,-5.708221626452115,0.009348583391853859,GBP_USD,2011-02-13 22:00:00,1.59818,60.483329506149474,37.53263707571782,0.007588637921130818,AUD_USD,2011-02-12 22:00:00,0.99838,44.76064141873529,32.57564588052609,0.005186669911449185,EUR_JPY,2011-02-11 22:00:00,113.067,62.70371367847394,56.05447184394524,0.8776632072577185,NZD_USD,2011-02-11 22:00:00,0.76032,45.59084350102438,7.244163975981237,0.004900526089058606
EUR_USD,2011-02-12 22:00:00,1.35054,52.87657371062597,-12.259848211162991,0.007546866713483089,GBP_USD,2011-02-14 22:00:00,1.6008,61.11472588285782,36.330694448996105,0.009858910336904647,AUD_USD,2011-02-13 22:00:00,0.99814,44.67617923011137,33.91919315579946,0.00596133592915934,EUR_JPY,2011-02-12 22:00:00,112.737,61.23453572006862,57.53895227579403,0.7171305658061754,NZD_USD,2011-02-12 22:00:00,0.75631,43.80536064145244,-5.5917262876576705,0.004112420871246877
EUR_USD,2011-02-13 22:00:00,1.34291,50.85399713524319,-12.380830301668718,0.007095493370786475,GBP_USD,2011-02-15 22:00:00,1.59878,60.345699218292864,35.043135764974856,0.011439128269523717,AUD_USD,2011-02-14 22:00:00,0.99439,43.35385772665461,25.21090201168094,0.006305068743327454,EUR_JPY,2011-02-13 22:00:00,112.094,58.472962705806566,49.19641761746981,0.6251044526449413,NZD_USD,2011-02-13 22:00:00,0.75446,43.001624435531276,-5.132223611279076,0.003895936696997497
EUR_USD,2011-02-14 22:00:00,1.34614,51.66368282920718,-14.811572035359555,0.00810439469662919,GBP_USD,2011-02-16 22:00:00,1.60756,62.469187644919465,40.84146908414689,0.013127302615618954,AUD_USD,2011-02-15 22:00:00,0.99598,44.07982768655422,22.615184944841147,0.0072860549946619745,EUR_JPY,2011-02-14 22:00:00,112.317,59.13416990393407,39.99509262667113,0.7604835621159545,NZD_USD,2011-02-14 22:00:00,0.75053,41.33496108990588,-15.770148170864104,0.003972749357597988
EUR_USD,2011-02-15 22:00:00,1.34624,51.689174215826725,-12.019635650231633,0.009015515757303375,GBP_USD,2011-02-17 22:00:00,1.61488,64.12602152640719,51.751123508445716,0.01424984209249516,AUD_USD,2011-02-16 22:00:00,1.00185,46.68915242962879,26.62773091066408,0.00923684399572959,EUR_JPY,2011-02-15 22:00:00,112.903,60.829602817709976,42.82419241111887,0.8741868496927652,NZD_USD,2011-02-15 22:00:00,0.75071,41.44249583053051,-10.936502802423659,0.004388199486078391
EUR_USD,2011-02-16 22:00:00,1.3537,53.57847619151676,-0.10185284480189487,0.010342412605842689,GBP_USD,2011-02-18 22:00:00,1.62536,66.32762075705614,72.34619556795276,0.013495873673996092,AUD_USD,2011-02-17 22:00:00,1.00891,49.61435731872419,42.33181916504435,0.010175475196583673,EUR_JPY,2011-02-16 22:00:00,113.058,61.26927926583233,57.691133474533736,0.8543494797542104,NZD_USD,2011-02-16 22:00:00,0.75378,43.27699609197693,-6.411235974951922,0.005502559588862707
EUR_USD,2011-02-17 22:00:00,1.35458,53.79895952958856,7.591111111111086,0.011835930084674172,GBP_USD,2011-02-19 22:00:00,1.62502,66.19128792880247,84.83659792753171,0.011042698939196887,AUD_USD,2011-02-18 22:00:00,1.0146,51.81855890697331,62.47025740860912,0.009278380157266933,EUR_JPY,2011-02-17 22:00:00,112.95,60.77754138053214,66.1044224663105,0.8576795838033674,NZD_USD,2011-02-17 22:00:00,0.75836,45.8930037102452,8.078507915853349,0.006766047671090154
EUR_USD,2011-02-18 22:00:00,1.36931,57.30992555384585,28.097777777777637,0.012414744067739365,GBP_USD,2011-02-20 22:00:00,1.62048,64.36382709672517,86.46011730546877,0.00907615915135754,AUD_USD,2011-02-19 22:00:00,1.01251,50.97127821511599,71.52363573290653,0.007634704125813559,EUR_JPY,2011-02-18 22:00:00,113.899,63.444460295486614,78.5500486887935,0.8759436670426936,NZD_USD,2011-02-18 22:00:00,0.76165,47.68588822096181,19.941444372153573,0.006070838136872127
EUR_USD,2011-02-19 22:00:00,1.36931,57.30992555384585,41.973333333333265,0.01058579525419147,GBP_USD,2011-02-21 22:00:00,1.61018,60.44706584835828,68.17713697219308,0.007728927321086034,AUD_USD,2011-02-20 22:00:00,1.00739,48.94321537419251,65.71576458538608,0.006641763300650838,EUR_JPY,2011-02-19 22:00:00,113.758,62.78827019579806,84.3782866415087,0.7185549336341546,NZD_USD,2011-02-19 22:00:00,0.76165,47.68588822096181,28.475384949034993,0.005306670509497696
EUR_USD,2011-02-20 22:00:00,1.36479,55.91457885143395,51.04888888888885,0.008922636203353176,GBP_USD,2011-02-22 22:00:00,1.61333,61.194166038369524,55.06299371690657,0.009623141856868848,AUD_USD,2011-02-21 22:00:00,0.99678,45.09668487477125,38.780694326841946,0.0057614106405206745,EUR_JPY,2011-02-20 22:00:00,113.567,61.89124895991023,91.55928384110899,0.6178439469073244,NZD_USD,2011-02-20 22:00:00,0.76076,47.23279955326246,31.103208626581885,0.004973336407598152
EUR_USD,2011-02-21 22:00:00,1.35258,52.35260237721314,36.54553459119485,0.008252108962682556,GBP_USD,2011-02-23 22:00:00,1.60854,59.4283635340928,41.5767748193663,0.010126513485495087,AUD_USD,2011-02-22 22:00:00,0.99828,45.72057917770495,18.698842788597386,0.006441128512416551,EUR_JPY,2011-02-21 22:00:00,112.235,56.10834742136802,69.25562633039861,0.6278751575258608,NZD_USD,2011-02-21 22:00:00,0.74516,40.2911752131519,12.200336336241847,0.00464266912607852
EUR_USD,2011-02-22 22:00:00,1.36485,55.31203669723738,36.18486622025633,0.011815687170146052,GBP_USD,2011-02-24 22:00:00,1.60314,57.493577498211415,33.60065086006503,0.009613210788396073,AUD_USD,2011-02-23 22:00:00,1.00018,46.516947969784695,8.779449636498057,0.007962902809933243,EUR_JPY,2011-02-22 22:00:00,112.985,58.37384273024494,57.92641309398059,0.8209001260206894,NZD_USD,2011-02-22 22:00:00,0.74284,39.400326646878106,-2.1408150800080534,0.004950135300862809
EUR_USD,2011-02-23 22:00:00,1.37048,56.59179637648612,43.61050356316476,0.012898549736116857,GBP_USD,2011-02-25 22:00:00,1.6118,59.6717674519847,31.822408182240732,0.00944256863071688,AUD_USD,2011-02-24 22:00:00,1.00878,49.95496580364149,26.551373780009616,0.009908322247946591,EUR_JPY,2011-02-23 22:00:00,112.195,55.26553033049096,38.63488531062524,0.768520100816551,NZD_USD,2011-02-23 22:00:00,0.74299,39.48981138839292,-14.595945340455172,0.005598108240690253
EUR_USD,2011-02-24 22:00:00,1.3724,57.02596663345675,62.277748330725444,0.012982839788893486,GBP_USD,2011-02-26 22:00:00,1.60988,58.97859355290503,33.379823337982124,0.007554054904573504,AUD_USD,2011-02-25 22:00:00,1.0177,53.18402269369131,55.397811298432806,0.00971065779835728,EUR_JPY,2011-02-24 22:00:00,112.232,55.38064417615115,37.25827767202383,0.8674160806532418,NZD_USD,2011-02-24 22:00:00,0.74711,41.92642400112395,-4.931357592343073,0.0064364865925521965
EUR_USD,2011-02-25 22:00:00,1.37534,57.696216633935016,69.59115179304455,0.010984271831114755,GBP_USD,2011-02-27 22:00:00,1.60718,57.99848153298132,37.97328605405723,0.00960324392365881,AUD_USD,2011-02-26 22:00:00,1.01416,51.81155233071473,76.07216799763405,0.007768526238685825,EUR_JPY,2011-02-25 22:00:00,112.335,55.70886102813802,28.61261261261261,0.7159328645225934,NZD_USD,2011-02-26 22:00:00,0.74855,42.759812611902056,1.6242937853108492,0.006149189274041737
EUR_USD,2011-02-26 22:00:00,1.37424,57.35001203616985,72.09258205274159,0.008951417464891812,GBP_USD,2011-02-28 22:00:00,1.62522,62.32582243548447,48.5504948788537,0.01283859513892703,AUD_USD,2011-02-27 22:00:00,1.01206,51.00382673868308,80.57866046996494,0.007238820990948663,EUR_JPY,2011-02-26 22:00:00,112.324,55.66362465477458,26.707498543319513,0.5957462916180766,NZD_USD,2011-02-27 22:00:00,0.74956,43.349678805581966,8.252623083131645,0.00629535141923339
EUR_USD,2011-02-27 22:00:00,1.37115,56.367132064925336,69.90032330136138,0.009421133971913468,GBP_USD,2011-03-01 22:00:00,1.62159,61.01723722895031,56.929087599066,0.01210687611114162,AUD_USD,2011-02-28 22:00:00,1.01247,51.15761455287951,71.54834349928971,0.007427056792758946,EUR_JPY,2011-02-27 22:00:00,111.96,54.15819779682378,13.11446360172427,0.6821970332944625,NZD_USD,2011-02-28 22:00:00,0.74679,42.1182634394917,8.04408346484418,0.005786281135386718
EUR_USD,2011-02-28 22:00:00,1.3763,57.619424699108684,69.57395600945063,0.010390907177530776,GBP_USD,2011-03-02 22:00:00,1.62538,61.881655349839065,72.08653221942616,0.012053500888913268,AUD_USD,2011-03-01 22:00:00,1.0086,49.636332258560905,62.34209023638542,0.0070836454342071776,EUR_JPY,2011-02-28 22:00:00,112.739,56.747927455661205,9.691672389459562,0.8989576266355711,NZD_USD,2011-03-01 22:00:00,0.73843,38.687149200126704,-3.9025827786227096,0.004911024908309379
EUR_USD,2011-03-01 22:00:00,1.37434,56.97562134383908,66.49722944094856,0.010864725742024597,GBP_USD,2011-03-03 22:00:00,1.62358,61.214750488693795,69.51447245564891,0.010678800711130606,AUD_USD,2011-03-02 22:00:00,1.01256,51.173298708739715,62.122483221476244,0.007730916347365764,EUR_JPY,2011-03-01 22:00:00,112.536,55.896670787870725,6.2942734193976655,0.8859661013084548,NZD_USD,2011-03-02 22:00:00,0.73888,38.96402189208321,-14.086483003671292,0.005712819926647489
EUR_USD,2011-03-02 22:00:00,1.38334,59.14406985835159,69.80045917426547,0.013339780593619708,GBP_USD,2011-03-04 22:00:00,1.6268,61.97315152535536,74.37908496732018,0.009187040568904487,AUD_USD,2011-03-03 22:00:00,1.00755,49.20791305833092,55.24328859060373,0.006680733077892619,EUR_JPY,2011-03-02 22:00:00,113.104,57.73193438102332,19.67175004649464,1.2345728810467649,NZD_USD,2011-03-03 22:00:00,0.73387,37.037732751539444,-24.894675618896784,0.004984255941317994
